제목,장르,감독,배우,평점
Movie 3770,SF,Director T,"Actor I, Actor L, Actor A, Actor V, Actor A",9.3
Movie 6592,스릴러,Director E,"Actor Y, Actor K",6.5
Movie 8262,코미디,Director D,"Actor Y, Actor P, Actor S",6.8
Movie 8344,애니메이션,Director L,"Actor X, Actor E, Actor P, Actor N",0.4
Movie 7850,드라마,Director H,"Actor D, Actor D",2.5
Movie 4369,로맨스,Director J,"Actor W, Actor A",0.6
Movie 9732,로맨스,Director F,"Actor E, Actor D",0.7
Movie 4236,코미디,Director R,"Actor J, Actor W, Actor N, Actor U, Actor M",6.3
Movie 7214,액션,Director U,"Actor M, Actor I, Actor G, Actor U, Actor E",3.1
Movie 7526,SF,Director D,"Actor V, Actor J, Actor B, Actor A, Actor Y",6.5
Movie 1884,애니메이션,Director N,"Actor E, Actor F, Actor G, Actor P",5.2
Movie 7443,코미디,Director C,"Actor L, Actor B, Actor J",2.9
Movie 363,드라마,Director S,"Actor Y, Actor T, Actor Z, Actor H, Actor Z",5.9
Movie 2854,스릴러,Director H,"Actor L, Actor O, Actor G, Actor Z, Actor H",3.8
Movie 3975,코미디,Director V,"Actor J, Actor V",9.3
Movie 758,스릴러,Director O,"Actor M, Actor W, Actor N, Actor B, Actor F",9.0
Movie 4393,코미디,Director K,"Actor U, Actor Y, Actor N",7.9
Movie 9383,애니메이션,Director R,Actor O,0.8
Movie 6647,로맨스,Director F,Actor E,7.0
Movie 8306,SF,Director F,"Actor N, Actor O",5.5
Movie 5310,SF,Director S,"Actor G, Actor P",5.3
Movie 2432,스릴러,Director L,"Actor O, Actor O, Actor A",6.9
Movie 929,로맨스,Director J,"Actor E, Actor T, Actor J",7.3
Movie 8548,스릴러,Director E,"Actor S, Actor X, Actor E",2.7
Movie 7474,드라마,Director M,Actor D,7.8
Movie 3675,액션,Director U,"Actor A, Actor E, Actor P, Actor W",8.9
Movie 9934,코미디,Director X,"Actor R, Actor H",7.4
Movie 2937,스릴러,Director Z,"Actor K, Actor J, Actor B",5.0
Movie 7218,애니메이션,Director Q,Actor N,8.4
Movie 929,드라마,Director Q,"Actor Z, Actor I, Actor P, Actor R, Actor J",8.3
Movie 4801,애니메이션,Director D,"Actor T, Actor G",7.3
Movie 2865,애니메이션,Director U,Actor S,8.6
Movie 8821,코미디,Director G,"Actor Y, Actor I, Actor T, Actor D",8.4
Movie 7707,SF,Director G,"Actor K, Actor A, Actor Y, Actor F",9.7
Movie 6651,드라마,Director M,"Actor X, Actor J, Actor O",9.9
Movie 3378,SF,Director V,"Actor W, Actor B, Actor S, Actor C",0.6
Movie 5989,로맨스,Director E,Actor M,2.7
Movie 124,애니메이션,Director H,Actor J,9.7
Movie 9863,액션,Director V,"Actor R, Actor X, Actor T, Actor P",5.6
Movie 9719,코미디,Director M,"Actor W, Actor N, Actor D",3.4
Movie 887,SF,Director V,"Actor B, Actor P, Actor Y, Actor X",4.3
Movie 7269,드라마,Director Z,"Actor A, Actor V",2.9
Movie 4936,SF,Director Z,"Actor Y, Actor O, Actor O, Actor E, Actor A",1.3
Movie 4370,스릴러,Director T,Actor A,1.0
Movie 174,스릴러,Director P,Actor G,3.5
Movie 2615,애니메이션,Director W,"Actor D, Actor Z, Actor O",0.2
Movie 6362,액션,Director X,Actor B,5.3
Movie 7547,스릴러,Director J,"Actor Q, Actor E",7.5
Movie 2976,로맨스,Director G,"Actor R, Actor N",2.2
Movie 5361,스릴러,Director K,"Actor U, Actor S, Actor H",2.8
Movie 5549,스릴러,Director G,"Actor N, Actor J, Actor M, Actor T, Actor U",1.3
Movie 5963,스릴러,Director T,"Actor X, Actor P, Actor Z, Actor J, Actor Y",9.3
Movie 5671,애니메이션,Director S,Actor X,7.7
Movie 7581,스릴러,Director X,"Actor O, Actor A, Actor A",3.3
Movie 673,액션,Director B,"Actor Z, Actor I, Actor N",2.3
Movie 8438,애니메이션,Director D,"Actor W, Actor A, Actor V, Actor T",9.1
Movie 3376,코미디,Director W,"Actor Y, Actor M, Actor G, Actor Q, Actor W",2.1
Movie 3946,SF,Director B,"Actor Q, Actor I, Actor F, Actor E",1.7
Movie 8617,액션,Director Q,"Actor Z, Actor D",8.0
Movie 8913,SF,Director F,"Actor M, Actor I, Actor F, Actor S",7.7
Movie 2120,SF,Director B,"Actor P, Actor S, Actor P, Actor X",3.3
Movie 9998,애니메이션,Director J,Actor E,6.5
Movie 3024,드라마,Director N,"Actor D, Actor K, Actor L, Actor R",6.0
Movie 3307,SF,Director G,"Actor Z, Actor Z, Actor O",5.8
Movie 2956,스릴러,Director O,"Actor X, Actor M, Actor B, Actor E, Actor C",6.2
Movie 6060,스릴러,Director F,"Actor V, Actor I",6.1
Movie 1757,액션,Director I,"Actor W, Actor V, Actor C",3.9
Movie 692,애니메이션,Director T,"Actor J, Actor F, Actor X",5.9
Movie 254,드라마,Director H,"Actor H, Actor Z, Actor G, Actor V",3.8
Movie 4676,액션,Director A,Actor A,5.9
Movie 3859,액션,Director T,Actor P,2.1
Movie 6341,SF,Director O,Actor W,0.3
Movie 9436,드라마,Director L,"Actor F, Actor C, Actor L, Actor X",7.8
Movie 9442,코미디,Director I,"Actor A, Actor Q, Actor F, Actor F",10.0
Movie 5041,애니메이션,Director U,"Actor L, Actor F, Actor C, Actor T, Actor U",6.6
Movie 8296,스릴러,Director S,"Actor S, Actor E",7.4
Movie 2582,액션,Director G,"Actor Q, Actor Q",2.4
Movie 6952,코미디,Director Z,Actor G,0.1
Movie 8146,드라마,Director S,"Actor K, Actor U, Actor X",9.2
Movie 4786,드라마,Director H,Actor Q,8.0
Movie 1629,코미디,Director O,"Actor N, Actor U",0.9
Movie 6299,SF,Director R,"Actor V, Actor G",9.6
Movie 8264,로맨스,Director H,Actor Y,0.0
Movie 8266,로맨스,Director H,Actor I,7.3
Movie 3157,코미디,Director X,Actor I,1.2
Movie 6973,드라마,Director P,Actor R,7.3
Movie 5677,액션,Director O,"Actor T, Actor N, Actor S, Actor J, Actor U",1.9
Movie 2358,SF,Director E,"Actor E, Actor Z, Actor U",4.7
Movie 8474,액션,Director Y,Actor W,0.2
Movie 8017,로맨스,Director X,"Actor W, Actor O, Actor T, Actor J, Actor S",6.1
Movie 8736,코미디,Director U,"Actor T, Actor M, Actor V",2.6
Movie 9324,스릴러,Director I,"Actor H, Actor O, Actor P, Actor K, Actor A",2.0
Movie 1958,액션,Director Z,"Actor J, Actor W, Actor Z",6.1
Movie 8428,코미디,Director P,"Actor O, Actor C, Actor S, Actor K, Actor R",8.7
Movie 7104,SF,Director M,"Actor E, Actor G, Actor B, Actor X",5.5
Movie 4812,코미디,Director U,"Actor G, Actor F, Actor L, Actor M, Actor F",4.9
Movie 9127,SF,Director B,"Actor Q, Actor T, Actor Y, Actor C",4.9
Movie 8608,액션,Director C,"Actor D, Actor K, Actor G, Actor V",9.5
Movie 2408,애니메이션,Director A,"Actor E, Actor N, Actor Q, Actor F",3.7
Movie 5504,로맨스,Director S,"Actor F, Actor Y, Actor O, Actor P",2.5
Movie 8039,SF,Director U,"Actor H, Actor C, Actor C",6.8
Movie 778,드라마,Director E,"Actor M, Actor D, Actor A",5.6
Movie 4789,액션,Director K,"Actor N, Actor G, Actor V",1.8
Movie 800,애니메이션,Director T,"Actor E, Actor J, Actor R, Actor W",1.3
Movie 3049,액션,Director C,"Actor W, Actor D, Actor G, Actor I, Actor J",0.7
Movie 355,스릴러,Director I,"Actor K, Actor G",5.6
Movie 4880,애니메이션,Director O,"Actor C, Actor N, Actor D",8.6
Movie 2288,SF,Director R,Actor B,2.5
Movie 2877,스릴러,Director A,"Actor B, Actor G, Actor T, Actor L, Actor F",9.9
Movie 2764,애니메이션,Director K,Actor H,9.6
Movie 4271,코미디,Director D,"Actor T, Actor N, Actor N, Actor S, Actor S",1.6
Movie 9619,로맨스,Director I,"Actor P, Actor X, Actor P",3.3
Movie 7719,액션,Director M,"Actor Q, Actor E",5.1
Movie 5523,SF,Director A,"Actor K, Actor C, Actor B, Actor V, Actor C",5.6
Movie 5373,코미디,Director B,"Actor O, Actor J, Actor A, Actor Z, Actor X",0.6
Movie 5422,애니메이션,Director G,Actor Z,3.1
Movie 6236,액션,Director Z,"Actor J, Actor M, Actor R, Actor E, Actor S",1.9
Movie 1283,드라마,Director J,"Actor A, Actor L, Actor K, Actor I, Actor O",4.4
Movie 1388,코미디,Director A,Actor I,8.4
Movie 640,액션,Director E,"Actor V, Actor L, Actor J",9.1
Movie 752,드라마,Director O,Actor B,7.2
Movie 5504,코미디,Director T,"Actor R, Actor Z, Actor Y, Actor D",3.7
Movie 4166,로맨스,Director A,Actor I,8.6
Movie 4831,SF,Director S,Actor N,8.3
Movie 2742,액션,Director G,"Actor I, Actor D",0.5
Movie 6562,애니메이션,Director Y,Actor B,6.1
Movie 2587,코미디,Director B,"Actor D, Actor A, Actor V",2.5
Movie 2207,SF,Director C,"Actor G, Actor C, Actor A, Actor M, Actor Y",8.3
Movie 3896,스릴러,Director E,"Actor K, Actor R, Actor C",8.6
Movie 653,스릴러,Director R,"Actor X, Actor P, Actor X, Actor C, Actor W",4.3
Movie 3373,로맨스,Director F,Actor D,8.8
Movie 4609,드라마,Director H,"Actor Z, Actor E, Actor V",6.5
Movie 9583,코미디,Director O,"Actor I, Actor L, Actor Y, Actor B",0.1
Movie 2180,스릴러,Director G,Actor O,5.7
Movie 7217,스릴러,Director C,Actor C,3.9
Movie 9336,드라마,Director F,"Actor I, Actor Z, Actor L, Actor X, Actor O",1.3
Movie 8477,액션,Director P,Actor X,7.2
Movie 7577,로맨스,Director T,"Actor Y, Actor W, Actor B, Actor Z, Actor N",9.7
Movie 3236,SF,Director P,"Actor E, Actor T",4.3
Movie 1829,액션,Director V,Actor L,0.7
Movie 6954,드라마,Director R,Actor Z,1.3
Movie 3428,SF,Director H,"Actor X, Actor R, Actor P",8.3
Movie 1556,로맨스,Director I,"Actor N, Actor E, Actor W, Actor N, Actor X",7.9
Movie 6215,액션,Director T,"Actor B, Actor I, Actor X, Actor M",1.7
Movie 5921,SF,Director G,"Actor H, Actor O, Actor L",5.0
Movie 2272,로맨스,Director T,"Actor S, Actor K, Actor H",2.6
Movie 3591,로맨스,Director P,"Actor L, Actor Z, Actor X, Actor C",2.4
Movie 6315,SF,Director Y,"Actor U, Actor Q, Actor O, Actor G",5.1
Movie 7674,드라마,Director G,Actor J,7.6
Movie 1079,드라마,Director S,"Actor X, Actor Z, Actor A, Actor Z",1.5
Movie 1854,애니메이션,Director G,Actor S,5.8
Movie 6654,애니메이션,Director R,"Actor G, Actor K, Actor L",3.7
Movie 9378,액션,Director Y,"Actor D, Actor Y, Actor T, Actor F",5.8
Movie 5686,애니메이션,Director L,Actor D,8.6
Movie 8964,SF,Director S,"Actor D, Actor C, Actor S, Actor T, Actor K",3.0
Movie 4521,드라마,Director N,"Actor X, Actor G, Actor J, Actor N, Actor L",1.1
Movie 5806,스릴러,Director G,"Actor E, Actor Z, Actor Y",8.7
Movie 2394,액션,Director C,"Actor S, Actor X, Actor P",5.8
Movie 3165,애니메이션,Director E,"Actor F, Actor M, Actor X, Actor A",4.7
Movie 1535,로맨스,Director B,Actor E,8.7
Movie 2967,애니메이션,Director N,"Actor M, Actor P",0.4
Movie 9630,코미디,Director V,"Actor L, Actor B",1.2
Movie 4584,SF,Director T,Actor A,9.5
Movie 4853,로맨스,Director N,"Actor T, Actor T, Actor T, Actor E, Actor O",2.4
Movie 7247,스릴러,Director W,"Actor V, Actor A, Actor C",5.8
Movie 8170,드라마,Director R,"Actor Z, Actor Q",4.4
Movie 2649,로맨스,Director T,"Actor V, Actor J, Actor B, Actor X, Actor N",7.5
Movie 8924,스릴러,Director X,Actor H,8.2
Movie 2910,드라마,Director N,"Actor P, Actor K, Actor B, Actor H, Actor S",4.3
Movie 2738,SF,Director L,"Actor O, Actor Y, Actor S",2.9
Movie 5018,스릴러,Director X,"Actor L, Actor W, Actor R",1.9
Movie 4421,액션,Director P,"Actor W, Actor L, Actor G, Actor K, Actor S",5.2
Movie 7593,SF,Director D,"Actor B, Actor I, Actor P, Actor A, Actor C",9.2
Movie 669,액션,Director Y,Actor R,9.3
Movie 4692,코미디,Director P,"Actor D, Actor C, Actor K",9.1
Movie 1420,코미디,Director J,Actor L,0.3
Movie 2392,SF,Director W,"Actor A, Actor P, Actor Z",3.8
Movie 3331,애니메이션,Director C,"Actor F, Actor F, Actor S, Actor P, Actor E",1.5
Movie 1367,드라마,Director U,"Actor D, Actor C, Actor O, Actor P",6.0
Movie 8963,애니메이션,Director R,"Actor L, Actor Z",9.8
Movie 5549,로맨스,Director G,"Actor V, Actor B, Actor I, Actor J, Actor C",2.6
Movie 5543,SF,Director D,"Actor K, Actor Y, Actor P, Actor R",0.9
Movie 124,드라마,Director W,"Actor C, Actor G, Actor W",6.3
Movie 4517,로맨스,Director G,"Actor S, Actor A, Actor D, Actor E, Actor G",7.8
Movie 9937,코미디,Director S,"Actor A, Actor T, Actor Y",2.5
Movie 3146,애니메이션,Director D,"Actor S, Actor R, Actor M",5.8
Movie 3043,로맨스,Director G,"Actor D, Actor Q, Actor I",8.0
Movie 6270,애니메이션,Director V,"Actor T, Actor B",4.6
Movie 2485,로맨스,Director Z,"Actor A, Actor C, Actor C, Actor Q",3.9
Movie 1301,SF,Director J,"Actor H, Actor L, Actor N",6.6
Movie 1780,액션,Director M,Actor E,5.7
Movie 4918,코미디,Director Z,"Actor Y, Actor T, Actor G",9.2
Movie 1438,로맨스,Director N,"Actor G, Actor F, Actor I",4.8
Movie 6451,코미디,Director S,"Actor F, Actor L",3.0
Movie 6250,코미디,Director C,"Actor H, Actor M, Actor P, Actor J, Actor K",4.6
Movie 9264,코미디,Director A,Actor Y,6.1
Movie 2638,드라마,Director L,"Actor E, Actor E",8.9
Movie 8670,스릴러,Director S,Actor L,8.8
Movie 168,액션,Director Q,"Actor X, Actor G, Actor J",8.2
Movie 9515,스릴러,Director T,"Actor T, Actor N",5.8
Movie 913,SF,Director T,"Actor C, Actor X, Actor V, Actor E",8.1
Movie 5619,로맨스,Director M,"Actor N, Actor Y, Actor A, Actor V, Actor C",1.4
Movie 5816,스릴러,Director Y,"Actor Z, Actor P",5.4
Movie 3535,스릴러,Director O,Actor L,8.5
Movie 7393,코미디,Director C,"Actor H, Actor B, Actor U, Actor E",1.0
Movie 5228,드라마,Director D,"Actor H, Actor Y, Actor Q, Actor J",4.4
Movie 3096,SF,Director O,"Actor B, Actor G, Actor Q, Actor L, Actor G",2.1
Movie 8367,코미디,Director E,"Actor E, Actor O, Actor P",8.9
Movie 2282,드라마,Director V,"Actor O, Actor J, Actor T",0.3
Movie 2013,로맨스,Director A,"Actor T, Actor Y, Actor V, Actor X",3.6
Movie 3051,코미디,Director G,"Actor B, Actor X, Actor V, Actor U",4.2
Movie 2258,로맨스,Director I,"Actor H, Actor T, Actor A",2.1
Movie 9502,로맨스,Director U,Actor V,4.9
Movie 6594,스릴러,Director B,"Actor H, Actor G",1.4
Movie 7837,애니메이션,Director S,"Actor I, Actor R, Actor A",8.1
Movie 4416,스릴러,Director B,"Actor V, Actor H, Actor G, Actor O, Actor E",0.8
Movie 1690,SF,Director E,"Actor G, Actor N, Actor M",2.1
Movie 7482,애니메이션,Director K,"Actor P, Actor R, Actor R, Actor L",4.1
Movie 3579,애니메이션,Director Y,"Actor V, Actor V, Actor X",7.8
Movie 1290,스릴러,Director D,"Actor G, Actor H, Actor G, Actor D",6.5
Movie 2831,코미디,Director O,"Actor S, Actor M, Actor X",7.4
Movie 384,애니메이션,Director I,Actor M,1.5
Movie 5903,액션,Director S,"Actor N, Actor Q, Actor D, Actor R",5.4
Movie 964,애니메이션,Director I,Actor U,1.3
Movie 5626,드라마,Director E,"Actor T, Actor H, Actor B, Actor R",8.2
Movie 3334,SF,Director U,Actor A,5.9
Movie 9430,드라마,Director N,"Actor Z, Actor L, Actor F, Actor V, Actor H",9.1
Movie 9080,액션,Director Q,"Actor K, Actor Z, Actor F, Actor B",1.4
Movie 9508,액션,Director J,Actor L,7.2
Movie 1590,액션,Director H,"Actor P, Actor V",6.3
Movie 2527,액션,Director F,"Actor N, Actor Y, Actor C, Actor H",9.9
Movie 3329,로맨스,Director J,"Actor O, Actor F, Actor X, Actor D",9.9
Movie 3583,로맨스,Director F,"Actor N, Actor U",5.1
Movie 427,애니메이션,Director Q,Actor L,0.5
Movie 2718,SF,Director V,"Actor G, Actor T, Actor U, Actor D",7.0
Movie 8807,스릴러,Director T,"Actor L, Actor M, Actor B, Actor L, Actor M",5.1
Movie 7738,스릴러,Director X,"Actor E, Actor R, Actor X, Actor M, Actor L",1.0
Movie 7333,드라마,Director L,"Actor I, Actor A, Actor R, Actor G, Actor R",7.2
Movie 7499,로맨스,Director V,"Actor K, Actor U",9.5
Movie 7662,액션,Director R,"Actor V, Actor Z",3.7
Movie 5091,드라마,Director Q,"Actor C, Actor S",0.8
Movie 6387,로맨스,Director H,"Actor R, Actor R, Actor S, Actor I",2.0
Movie 4317,SF,Director A,"Actor M, Actor F",6.8
Movie 280,로맨스,Director O,"Actor S, Actor D, Actor Q",4.2
Movie 326,드라마,Director I,"Actor O, Actor N, Actor E, Actor B, Actor Q",1.3
Movie 1087,로맨스,Director R,"Actor Y, Actor I",5.4
Movie 5097,SF,Director Q,"Actor N, Actor W",4.9
Movie 2447,로맨스,Director D,"Actor D, Actor S",3.3
Movie 1370,액션,Director E,"Actor Y, Actor R, Actor X, Actor I, Actor I",4.2
Movie 9407,로맨스,Director M,"Actor I, Actor I, Actor I, Actor Y",0.2
Movie 6980,로맨스,Director Z,"Actor V, Actor S, Actor C, Actor Q",7.6
Movie 1930,스릴러,Director D,Actor L,5.2
Movie 637,액션,Director M,"Actor G, Actor Y, Actor Z, Actor G, Actor Z",5.3
Movie 7148,로맨스,Director N,Actor C,6.8
Movie 3471,로맨스,Director W,"Actor N, Actor S, Actor V, Actor F, Actor C",2.2
Movie 6233,스릴러,Director W,"Actor C, Actor J",4.7
Movie 4444,액션,Director N,"Actor Y, Actor F, Actor D, Actor X",6.3
Movie 2055,로맨스,Director O,"Actor X, Actor S",5.2
Movie 6695,SF,Director M,"Actor W, Actor W, Actor G, Actor X, Actor S",6.3
Movie 273,SF,Director K,"Actor W, Actor B",6.2
Movie 7046,드라마,Director E,Actor R,6.1
Movie 411,액션,Director N,"Actor R, Actor O",0.8
Movie 5933,드라마,Director F,"Actor V, Actor H, Actor F, Actor C",5.6
Movie 8297,로맨스,Director H,Actor N,7.1
Movie 576,SF,Director M,"Actor O, Actor J, Actor M, Actor K",4.3
Movie 6263,액션,Director X,"Actor M, Actor O, Actor W",1.8
Movie 3668,로맨스,Director Y,"Actor T, Actor V, Actor J, Actor X, Actor Z",5.7
Movie 4701,코미디,Director Q,Actor D,8.5
Movie 7953,코미디,Director N,"Actor G, Actor E",9.6
Movie 5364,스릴러,Director G,"Actor W, Actor P",2.1
Movie 1071,SF,Director R,"Actor F, Actor E, Actor E, Actor Z, Actor M",3.4
Movie 5737,코미디,Director J,"Actor U, Actor T",1.7
Movie 4611,SF,Director E,"Actor O, Actor Y, Actor K, Actor K, Actor Y",7.7
Movie 9842,로맨스,Director M,"Actor M, Actor G, Actor D",3.3
Movie 2352,드라마,Director M,"Actor W, Actor O, Actor M, Actor N, Actor A",8.6
Movie 4455,로맨스,Director L,Actor O,3.3
Movie 4539,스릴러,Director T,"Actor R, Actor H, Actor Y, Actor R",7.2
Movie 908,액션,Director I,"Actor J, Actor A, Actor U, Actor Y, Actor A",9.5
Movie 2615,스릴러,Director Z,"Actor D, Actor I, Actor A",1.9
Movie 8305,스릴러,Director H,"Actor S, Actor E, Actor C, Actor J, Actor X",5.3
Movie 9596,로맨스,Director W,Actor R,4.9
Movie 2625,코미디,Director Q,"Actor O, Actor D, Actor O, Actor M, Actor Z",5.9
Movie 2270,스릴러,Director X,"Actor S, Actor P, Actor G, Actor O",4.2
Movie 266,SF,Director J,"Actor Z, Actor S, Actor W, Actor W",5.1
Movie 4930,애니메이션,Director H,"Actor B, Actor Y, Actor W, Actor I, Actor M",5.1
Movie 7545,드라마,Director K,"Actor H, Actor G, Actor Y, Actor G, Actor K",6.3
Movie 9796,액션,Director C,"Actor U, Actor B, Actor U",3.5
Movie 8835,애니메이션,Director K,"Actor K, Actor W, Actor N, Actor K, Actor Q",4.8
Movie 1238,로맨스,Director L,"Actor P, Actor R, Actor Q",4.9
Movie 9213,SF,Director X,"Actor V, Actor E, Actor U, Actor H, Actor S",1.5
Movie 372,액션,Director Y,"Actor K, Actor T, Actor H",10.0
Movie 5445,애니메이션,Director C,"Actor Z, Actor A, Actor H, Actor L, Actor Q",1.3
Movie 3719,애니메이션,Director A,"Actor M, Actor M, Actor B, Actor W, Actor E",4.6
Movie 3966,액션,Director C,"Actor S, Actor V, Actor M",0.2
Movie 4719,스릴러,Director B,Actor N,5.7
Movie 8996,드라마,Director G,"Actor L, Actor N, Actor P",1.3
Movie 1342,드라마,Director N,"Actor C, Actor I, Actor I, Actor U, Actor Y",3.7
Movie 9199,로맨스,Director M,"Actor H, Actor Z, Actor B, Actor P",8.6
Movie 9489,애니메이션,Director D,"Actor W, Actor G, Actor N",2.4
Movie 4930,액션,Director N,"Actor X, Actor X",9.4
Movie 5611,스릴러,Director Y,"Actor O, Actor C",6.2
Movie 9238,액션,Director A,"Actor B, Actor N",6.6
Movie 2110,SF,Director A,"Actor Z, Actor Z, Actor D, Actor Z, Actor S",6.1
Movie 6650,드라마,Director I,Actor M,3.0
Movie 5539,SF,Director V,"Actor Q, Actor A, Actor S",2.5
Movie 5857,코미디,Director Y,Actor G,8.5
Movie 3370,SF,Director G,"Actor Y, Actor L",6.7
Movie 6353,스릴러,Director E,"Actor I, Actor N",4.8
Movie 4262,로맨스,Director A,"Actor H, Actor V, Actor F, Actor B",2.4
Movie 2599,SF,Director O,"Actor M, Actor V, Actor J",4.4
Movie 797,SF,Director C,Actor T,8.8
Movie 2640,액션,Director R,"Actor R, Actor F",6.8
